KEGGID,super_class,class,sub_class,family
C10785,PK  Polyketides,PK15 Phenolic lipids,PK1501 Alkyl phenols and derivatives,Polyketides[PK]
C10794,PK  Polyketides,PK15 Phenolic lipids,PK1504 Anacardic acids and derivatives,Polyketides[PK]
C10800,PK  Polyketides,PK15 Phenolic lipids,PK1503 Alkyl resorcinols and derivatives,Polyketides[PK]
C10802,PK  Polyketides,PK15 Phenolic lipids,PK1503 Alkyl resorcinols and derivatives,Polyketides[PK]
C10809,PK  Polyketides,PK15 Phenolic lipids,PK1503 Alkyl resorcinols and derivatives,Polyketides[PK]
C11278,PK  Polyketides,PK10 Aflatoxins and related substances,Null,Polyketides[PK]
C11300,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11324,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C11573,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C11574,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C11575,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C11578,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C11579,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C11581,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C11591,PK  Polyketides,PK13 Aromatic polyketides,"PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes",Polyketides[PK]
C11609,PK  Polyketides,PK09 Polyether antibiotics,Null,Polyketides[PK]
C11953,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11954,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11955,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11956,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11957,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11958,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11959,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11960,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11961,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11962,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11963,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11964,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11965,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11966,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11967,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11968,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11969,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11970,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11971,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11972,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11973,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11974,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11975,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11976,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11977,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11978,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11979,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11980,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11981,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11982,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11983,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11984,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11985,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11986,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11987,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11988,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11989,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11990,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11991,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11992,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11993,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11994,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11995,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11996,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11997,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11998,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C11999,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12000,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12001,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12002,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12003,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12011,PK  Polyketides,PK07 Linear tetracyclines,Null,Polyketides[PK]
C12039,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12044,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
C12045,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
C12048,PK  Polyketides,PK13 Aromatic polyketides,PK1302 Naphthalenes and naphthoquinones,Polyketides[PK]
C12080,PK  Polyketides,PK13 Aromatic polyketides,PK1304 Anthracenes and phenanthrenes,Polyketides[PK]
C12102,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12122,PK  Polyketides,PK12 Flavonoids,"PK1202 Flavans, Flavanols and Leucoanthocyanidins",Polyketides[PK]
C12141,PK  Polyketides,PK12 Flavonoids,PK1201 Anthocyanidins,Polyketides[PK]
C12148,PK  Polyketides,PK13 Aromatic polyketides,PK1311 Benzopyranoids,Polyketides[PK]
C12149,PK  Polyketides,PK13 Aromatic polyketides,PK1311 Benzopyranoids,Polyketides[PK]
C12150,PK  Polyketides,PK13 Aromatic polyketides,PK1311 Benzopyranoids,Polyketides[PK]
C12151,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12152,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12153,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12154,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12155,PK  Polyketides,PK06 Polyenes,Null,Polyketides[PK]
C12156,PK  Polyketides,PK06 Polyenes,Null,Polyketides[PK]
C12157,PK  Polyketides,PK14 Non-ribosomal peptide/polyketide hybrids,Null,Polyketides[PK]
C12158,PK  Polyketides,PK14 Non-ribosomal peptide/polyketide hybrids,Null,Polyketides[PK]
C12159,PK  Polyketides,PK14 Non-ribosomal peptide/polyketide hybrids,Null,Polyketides[PK]
C12160,PK  Polyketides,PK14 Non-ribosomal peptide/polyketide hybrids,Null,Polyketides[PK]
C12161,PK  Polyketides,PK14 Non-ribosomal peptide/polyketide hybrids,Null,Polyketides[PK]
C12176,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
C12177,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
C12202,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12246,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
C12316,PK  Polyketides,PK12 Flavonoids,PK1214 Flavanones,Polyketides[PK]
C12366,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12367,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12368,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12369,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12370,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12371,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12373,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12374,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12375,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12376,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12377,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12378,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12379,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12380,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12381,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12382,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12383,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12384,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12385,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12386,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12387,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12388,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12389,PK  Polyketides,PK13 Aromatic polyketides,PK1312 Other aromatic polyketides,Polyketides[PK]
C12390,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12391,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12392,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12393,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12394,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12395,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12396,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12397,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12398,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12399,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12400,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12401,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12402,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12404,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12406,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12410,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12411,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12412,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12413,PK  Polyketides,PK08 Angucyclines,Null,Polyketides[PK]
C12419,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12424,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12425,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12426,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12427,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12428,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12429,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12430,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12431,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12432,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12433,PK  Polyketides,PK13 Aromatic polyketides,PK1305 Anthracyclinones,Polyketides[PK]
C12436,PK  Polyketides,PK13 Aromatic polyketides,PK1303 Benzoisochromanquinones,Polyketides[PK]
C12437,PK  Polyketides,PK13 Aromatic polyketides,PK1303 Benzoisochromanquinones,Polyketides[PK]
C12636,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C12637,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C12662,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12753,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12796,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C12891,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C13103,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C13632,PK  Polyketides,PK13 Aromatic polyketides,"PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes",Polyketides[PK]
C13702,PK  Polyketides,PK13 Aromatic polyketides,"PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes",Polyketides[PK]
C13706,PK  Polyketides,PK13 Aromatic polyketides,"PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes",Polyketides[PK]
C14056,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C14057,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C14058,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C14059,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C14060,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C14061,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C14062,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C14063,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C14064,PK  Polyketides,PK04 Macrolides and lactone polyketides,Null,Polyketides[PK]
C14132,PK  Polyketides,PK15 Phenolic lipids,PK1501 Alkyl phenols and derivatives,Polyketides[PK]
C14137,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C14221,PK  Polyketides,PK12 Flavonoids,PK1214 Flavanones,Polyketides[PK]
C14231,PK  Polyketides,PK12 Flavonoids,PK1212 Chalcones and dihydrochalcones,Polyketides[PK]
C14232,PK  Polyketides,PK12 Flavonoids,PK1212 Chalcones and dihydrochalcones,Polyketides[PK]
C14233,PK  Polyketides,PK13 Aromatic polyketides,"PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes",Polyketides[PK]
C14241,PK  Polyketides,PK12 Flavonoids,PK1214 Flavanones,Polyketides[PK]
C14245,PK  Polyketides,PK15 Phenolic lipids,PK1501 Alkyl phenols and derivatives,Polyketides[PK]
C14314,PK  Polyketides,PK12 Flavonoids,PK1205 Isoflavonoids,Polyketides[PK]
C14341,PK  Polyketides,PK13 Aromatic polyketides,"PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes",Polyketides[PK]
C14458,PK  Polyketides,PK12 Flavonoids,PK1205 Isoflavonoids,Polyketides[PK]
C14464,PK  Polyketides,PK15 Phenolic lipids,PK1501 Alkyl phenols and derivatives,Polyketides[PK]
C14465,PK  Polyketides,PK15 Phenolic lipids,PK1501 Alkyl phenols and derivatives,Polyketides[PK]
C14466,PK  Polyketides,PK15 Phenolic lipids,PK1501 Alkyl phenols and derivatives,Polyketides[PK]
C14476,PK  Polyketides,PK12 Flavonoids,PK1211 Flavones and Flavonols,Polyketides[PK]
C14540,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
C14550,PK  Polyketides,PK15 Phenolic lipids,PK1501 Alkyl phenols and derivatives,Polyketides[PK]
C14585,PK  Polyketides,PK12 Flavonoids,PK1212 Chalcones and dihydrochalcones,Polyketides[PK]
C14622,PK  Polyketides,PK13 Aromatic polyketides,"PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes",Polyketides[PK]
C14662,PK  Polyketides,PK13 Aromatic polyketides,"PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes",Polyketides[PK]
C14679,PK  Polyketides,PK13 Aromatic polyketides,"PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes",Polyketides[PK]
C14685,PK  Polyketides,PK13 Aromatic polyketides,"PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes",Polyketides[PK]
C14698,PK  Polyketides,PK15 Phenolic lipids,PK1501 Alkyl phenols and derivatives,Polyketides[PK]
C14721,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
C14722,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
C14723,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
C14725,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
C14727,PK  Polyketides,PK05 Ansamycins and related polyketides,Null,Polyketides[PK]
