KEGGID,super_class,class,sub_class,family
C22191,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Steroids and derivatives
C07346,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Steroids and derivatives
C13440,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,Steroids and derivatives
C12512,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Steroids and derivatives
C07556,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroids and derivatives
C07816,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Steroids and derivatives
C07652,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,Steroids and derivatives
C14605,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Steroids and derivatives
C08155,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroids and derivatives
C08162,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Steroids and derivatives
C07007,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Steroids and derivatives
C12669,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Steroids and derivatives
C12580,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Steroids and derivatives
C15643,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,Steroids and derivatives
C06887,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroids and derivatives
C07551,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroids and derivatives
C07554,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroids and derivatives
C07553,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroids and derivatives
C07618,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Steroids and derivatives
C07413,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,Steroids and derivatives
C12695,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Steroids and derivatives
C08154,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroids and derivatives
C20709,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroids and derivatives
C14285,Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives,Steroids and derivatives
C17470,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroids and derivatives
C22175,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cycloartanols and derivatives,Steroids and derivatives
C15368,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Steroids and derivatives
C18041,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Steroids and derivatives
C14856,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Steroids and derivatives
C18038,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Steroids and derivatives
C00370,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,Steroids and derivatives
C14487,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Steroids and derivatives
C20252,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Steroids and derivatives
C02453,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Steroids and derivatives
C02941,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Steroids and derivatives
C02159,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Steroids and derivatives
C03108,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Sphingolipids[SP]
C01808,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Sphingolipids[SP]
C06126,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Sphingolipids[SP]
C04737,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Sphingolipids[SP]
C06135,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Sphingolipids[SP]
C06133,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Sphingolipids[SP]
C03272,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Sphingolipids[SP]
C17276,Lipids and lipid-like molecules,Prenol lipids,Retinoids,Prenol lipids[PR]
C03543,Lipids and lipid-like molecules,Prenol lipids,Polyprenols,Prenol lipids[PR]
C12531,Lipids and lipid-like molecules,Prenol lipids,Retinoids,Prenol lipids[PR]
C05805,Lipids and lipid-like molecules,Prenol lipids,Sesterterpenoids,Terpenoids
C20695,Lipids and lipid-like molecules,Prenol lipids,Sesterterpenoids,Terpenoids
C22152,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpenoids
C15428,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpenoids
C11647,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpenoids
C08597,Lipids and lipid-like molecules,Prenol lipids,Tetraterpenoids,Terpenoids
C17956,Lipids and lipid-like molecules,Prenol lipids,Tetraterpenoids,Terpenoids
C19759,Lipids and lipid-like molecules,Prenol lipids,Tetraterpenoids,Terpenoids
C20332,Lipids and lipid-like molecules,Prenol lipids,Tetraterpenoids,Terpenoids
C20945,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C06085,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C17419,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C17422,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C17423,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C21820,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C17420,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C10501,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C20894,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C19728,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C17421,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C16718,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C21714,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Terpenoids
C21818,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Terpenoids
C11231,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Terpenoids
C13715,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Terpenoids
C21822,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Terpenoids
C15882,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Terpenoids
C21562,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Terpenoids
C15883,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Terpenoids
C00688,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Terpenoids
C02817,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C07511,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C21786,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C07608,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C09979,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C18124,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C13297,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C15604,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C06578,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C21795,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C19818,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C22272,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C22269,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C16943,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C17629,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C16920,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C09929,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C14184,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C01792,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C17552,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C18131,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C14144,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C10991,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C16955,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Terpenoids
C19691,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17914,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17915,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C11786,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C10723,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C03527,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C19243,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C16942,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C20700,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17493,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C16945,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17642,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C16949,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C16974,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C09794,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17489,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C09696,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C19587,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C02951,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C16776,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17501,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C21695,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C20262,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17488,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C16960,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C16959,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C04223,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17090,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17490,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17094,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C20162,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C17120,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C22589,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C20173,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C04166,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C13453,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Terpenoids
C07407,Benzenoids,Naphthalenes,null,Benzene and derivatives
C06922,Benzenoids,Triphenyl compounds,null,Benzene and derivatives
C01517,Benzenoids,Naphthalenes,null,Benzene and derivatives
C22591,Benzenoids,Anthracenes,Anthracenecarboxylic acids and derivatives,Benzene and derivatives
C05606,Benzenoids,Anthracenes,null,Benzene and derivatives
C07246,Benzenoids,Tetralins,Tametralines,Benzene and derivatives
C07187,Benzenoids,Phenol ethers,Anisoles,Benzene and derivatives
C11714,Benzenoids,Naphthalenes,Naphthols and derivatives,Benzene and derivatives
C11713,Benzenoids,Naphthalenes,Naphthols and derivatives,Benzene and derivatives
C14519,Benzenoids,Pyrenes,null,Benzene and derivatives
C14460,Benzenoids,Fluorenes,null,Benzene and derivatives
C06980,Benzenoids,Phenol ethers,null,Benzene and derivatives
C07153,Benzenoids,Phenol ethers,Anisoles,Benzene and derivatives
C06824,Benzenoids,Dibenzocycloheptenes,null,Benzene and derivatives
C07408,Benzenoids,Dibenzocycloheptenes,null,Benzene and derivatives
C07220,Benzenoids,Phenol ethers,null,Benzene and derivatives
C06935,Benzenoids,Dibenzocycloheptenes,null,Benzene and derivatives
C01965,Benzenoids,Phenol ethers,Anisoles,Benzene and derivatives
C06963,Benzenoids,Phenol esters,null,Benzene and derivatives
C08018,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C07584,Benzenoids,Indanes,Indanones,Benzene and derivatives
C07274,Benzenoids,Dibenzocycloheptenes,null,Benzene and derivatives
C01531,Benzenoids,Indenes and isoindenes,null,Benzene and derivatives
C06863,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C07934,Benzenoids,Phenol ethers,null,Benzene and derivatives
C07253,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C08071,Benzenoids,Naphthalenes,null,Benzene and derivatives
C07420,Benzenoids,Phenol ethers,null,Benzene and derivatives
C07251,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C07928,Benzenoids,Phenol ethers,null,Benzene and derivatives
C08079,Benzenoids,Naphthalenes,null,Benzene and derivatives
C08007,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C06931,Benzenoids,Dibenzocycloheptenes,null,Benzene and derivatives
C07107,Benzenoids,Anthracenes,null,Benzene and derivatives
C08067,Benzenoids,Naphthalenes,null,Benzene and derivatives
C07675,Benzenoids,Phenol ethers,null,Benzene and derivatives
C07252,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C08019,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C08010,Benzenoids,Tetralins,null,Benzene and derivatives
C07914,Benzenoids,Tetralins,null,Benzene and derivatives
C07915,Benzenoids,Phenol esters,null,Benzene and derivatives
C07634,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C07868,Benzenoids,Phenol ethers,Aminophenyl ethers,Benzene and derivatives
C07020,Benzenoids,Phenol ethers,null,Benzene and derivatives
C07870,Benzenoids,null,null,Benzene and derivatives
C07416,Benzenoids,Phenol ethers,null,Benzene and derivatives
C07790,Benzenoids,Indenes and isoindenes,null,Benzene and derivatives
C12864,Benzenoids,Tetralins,null,Benzene and derivatives
C07637,Benzenoids,Phenol esters,null,Benzene and derivatives
C19326,Benzenoids,Phenol ethers,Aminophenyl ethers,Benzene and derivatives
C11510,Benzenoids,Phenol ethers,Anisoles,Benzene and derivatives
C00829,Benzenoids,Naphthalenes,null,Benzene and derivatives
C16975,Benzenoids,Phenol ethers,Anisoles,Benzene and derivatives
C17821,Benzenoids,Phenol ethers,Anisoles,Benzene and derivatives
C11254,Benzenoids,Anthracenes,Anthracenecarboxylic acids and derivatives,Benzene and derivatives
C17846,Benzenoids,Phenol ethers,Anisoles,Benzene and derivatives
C18574,Benzenoids,Naphthalenes,null,Benzene and derivatives
C01963,Benzenoids,Phenol esters,null,Benzene and derivatives
C19119,Benzenoids,Phenol esters,null,Benzene and derivatives
C13014,Benzenoids,Naphthalenes,null,Benzene and derivatives
C18533,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14082,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14694,Benzenoids,Naphthalenes,null,Benzene and derivatives
C19371,Benzenoids,Naphthalenes,Naphthols and derivatives,Benzene and derivatives
C19510,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,Benzene and derivatives
C01403,Benzenoids,Phenol ethers,Anisoles,Benzene and derivatives
C14567,Benzenoids,Phenol esters,null,Benzene and derivatives
C19358,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,Benzene and derivatives
C19214,Benzenoids,Naphthalenes,Naphthols and derivatives,Benzene and derivatives
C20349,Benzenoids,Indanes,Indanones,Benzene and derivatives
C21561,Benzenoids,Phenanthrenes and derivatives,Hydrophenanthrenes,Benzene and derivatives
C15583,Benzenoids,Phenol esters,null,Benzene and derivatives
C17917,Benzenoids,Indenes and isoindenes,null,Benzene and derivatives
C17916,Benzenoids,Indenes and isoindenes,null,Benzene and derivatives
C02227,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14335,Benzenoids,Pyrenes,null,Benzene and derivatives
C01710,Benzenoids,Indanes,null,Benzene and derivatives
C01504,Benzenoids,Indanes,Indanones,Benzene and derivatives
C14330,Benzenoids,Naphthalenes,null,Benzene and derivatives
C11432,Benzenoids,Phenanthrenes and derivatives,Phenanthrols,Benzene and derivatives
C11430,Benzenoids,Phenanthrenes and derivatives,Phenanthrols,Benzene and derivatives
C06711,Benzenoids,Fluorenes,null,Benzene and derivatives
C14849,Benzenoids,Pyrenes,null,Benzene and derivatives
C14851,Benzenoids,Phenanthrenes and derivatives,Chrysenes,Benzene and derivatives
C19174,Benzenoids,Pyrenes,Benzopyrenes,Benzene and derivatives
C14787,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14792,Benzenoids,Naphthalenes,null,Benzene and derivatives
C02909,Benzenoids,Naphthalenes,null,Benzene and derivatives
C18261,Benzenoids,Pyrenes,null,Benzene and derivatives
C14089,Benzenoids,Naphthalenes,null,Benzene and derivatives
C11433,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C18259,Benzenoids,Pyrenes,null,Benzene and derivatives
C14090,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14801,Benzenoids,Naphthalenes,Nitronaphthalenes,Benzene and derivatives
C14804,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14800,Benzenoids,Naphthalenes,Nitronaphthalenes,Benzene and derivatives
C14802,Benzenoids,Naphthalenes,Nitronaphthalenes,Benzene and derivatives
C06205,Benzenoids,Naphthalenes,null,Benzene and derivatives
C18260,Benzenoids,Pyrenes,null,Benzene and derivatives
C19489,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C14099,Benzenoids,Naphthalenes,null,Benzene and derivatives
C13636,Benzenoids,Phenol esters,null,Benzene and derivatives
C19561,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C19562,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C14852,Benzenoids,Pyrenes,null,Benzene and derivatives
C14850,Benzenoids,Pyrenes,null,Benzene and derivatives
C03012,Benzenoids,Naphthalenes,Naphthols and derivatives,Benzene and derivatives
C19490,Benzenoids,Phenanthrenes and derivatives,Phenanthrols,Benzene and derivatives
C19607,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C11326,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,Benzene and derivatives
C14040,Benzenoids,Naphthalenes,Nitronaphthalenes,Benzene and derivatives
C14788,Benzenoids,Naphthalenes,null,Benzene and derivatives
C19559,Benzenoids,Phenanthrenes and derivatives,Phenanthrols,Benzene and derivatives
C14784,Benzenoids,Tetralins,null,Benzene and derivatives
C19488,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C14556,Benzenoids,Pyrenes,Benzopyrenes,Benzene and derivatives
C14854,Benzenoids,Phenanthrenes and derivatives,Chrysenes,Benzene and derivatives
C07535,Benzenoids,Pyrenes,Benzopyrenes,Benzene and derivatives
C14853,Benzenoids,Pyrenes,null,Benzene and derivatives
C14789,Benzenoids,Naphthalenes,null,Benzene and derivatives
C11182,Benzenoids,Phenol ethers,null,Benzene and derivatives
C19136,Benzenoids,Naphthalenes,null,Benzene and derivatives
C03203,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Benzene and derivatives
C16201,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,Benzene and derivatives
C14790,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14421,Benzenoids,Pyrenes,null,Benzene and derivatives
C14329,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14114,Benzenoids,Tetralins,null,Benzene and derivatives
C03657,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Benzene and derivatives
C19463,Benzenoids,Naphthalenes,null,Benzene and derivatives
C19464,Benzenoids,Naphthalenes,null,Benzene and derivatives
C15640,Benzenoids,Tetralins,null,Benzene and derivatives
C02778,Benzenoids,Fluorenes,null,Benzene and derivatives
C14417,Benzenoids,Anthracenes,null,Benzene and derivatives
C19216,Benzenoids,Phenol ethers,Aminophenyl ethers,Benzene and derivatives
C14101,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Benzene and derivatives
C10923,Benzenoids,Fluorenes,null,Benzene and derivatives
C19218,Benzenoids,Phenol ethers,Aminophenyl ethers,Benzene and derivatives
C14470,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C20824,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C11698,Benzenoids,Tetralins,null,Benzene and derivatives
C19271,Benzenoids,Phenanthrenes and derivatives,Chrysenes,Benzene and derivatives
C19312,Benzenoids,Naphthalenes,null,Benzene and derivatives
C18774,Benzenoids,Phenol ethers,Anisoles,Benzene and derivatives
C14315,Benzenoids,Anthracenes,null,Benzene and derivatives
C13699,Benzenoids,Anthracenes,Anthracenecarboxylic acids and derivatives,Benzene and derivatives
C06831,Benzenoids,Anthracenes,null,Benzene and derivatives
C10965,Benzenoids,null,null,Benzene and derivatives
C14317,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C14461,Benzenoids,Pyrenes,Benzopyrenes,Benzene and derivatives
C14320,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C14435,Benzenoids,Pyrenes,Benzopyrenes,Benzene and derivatives
C19388,Benzenoids,Phenanthrenes and derivatives,Triphenylenes,Benzene and derivatives
C14318,Benzenoids,Pyrenes,Benzopyrenes,Benzene and derivatives
C14321,Benzenoids,Naphthalenes,null,Benzene and derivatives
C07491,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14222,Benzenoids,Phenanthrenes and derivatives,Chrysenes,Benzene and derivatives
C13761,Benzenoids,Phenol ethers,null,Benzene and derivatives
C14325,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C16807,Benzenoids,Naphthalenes,Phenylnaphthalenes,Benzene and derivatives
C06496,Benzenoids,Phenol ethers,null,Benzene and derivatives
C11773,Benzenoids,Phenol ethers,null,Benzene and derivatives
C19072,Benzenoids,Phenol ethers,null,Benzene and derivatives
C18696,Benzenoids,Naphthalenes,Phenylnaphthalenes,Benzene and derivatives
C19425,Benzenoids,Naphthalenes,null,Benzene and derivatives
C07715,Benzenoids,Fluorenes,null,Benzene and derivatives
C10918,Benzenoids,Indenes and isoindenes,null,Benzene and derivatives
C19251,Benzenoids,Pyrenes,null,Benzene and derivatives
C18741,Benzenoids,Phenol ethers,null,Benzene and derivatives
C03164,Benzenoids,Phenanthrenes and derivatives,Phenanthrols,Benzene and derivatives
C03954,Benzenoids,Fluorenes,null,Benzene and derivatives
C14405,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14212,Benzenoids,Naphthalenes,Phenylnaphthalenes,Benzene and derivatives
C14785,Benzenoids,Naphthalenes,Naphthols and derivatives,Benzene and derivatives
C16202,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,Benzene and derivatives
C13667,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,Benzene and derivatives
C19191,Benzenoids,Phenol ethers,Aminophenyl ethers,Benzene and derivatives
C19497,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C11422,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C19141,Benzenoids,Indanes,Indanones,Benzene and derivatives
C11707,Benzenoids,Naphthalenes,null,Benzene and derivatives
C14334,Benzenoids,Phenol ethers,null,Benzene and derivatives
C12064,Benzenoids,Phenol esters,null,Benzene and derivatives
C07912,Benzenoids,Tetralins,null,Benzene and derivatives
C11156,Benzenoids,Phenol ethers,null,Benzene and derivatives
C11127,Benzenoids,Phenol ethers,null,Benzene and derivatives
C13779,Benzenoids,Anthracenes,null,Benzene and derivatives
C17822,Benzenoids,Phenol ethers,Anisoles,Benzene and derivatives
C04713,Benzenoids,Phenanthrenes and derivatives,null,Benzene and derivatives
C00544,Benzenoids,Benzene and substituted derivatives,Phenylacetic acids,Benzene and derivatives
C00628,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C00166,Benzenoids,Benzene and substituted derivatives,Phenylpyruvic acid derivatives,Benzene and derivatives
C07086,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C00196,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C06672,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C00156,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C03794,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Benzene and derivatives
C21793,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C05852,Benzenoids,Benzene and substituted derivatives,Phenylacetic acids,Benzene and derivatives
C01984,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C01179,Benzenoids,Benzene and substituted derivatives,Phenylpyruvic acid derivatives,Benzene and derivatives
C01586,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07588,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C02519,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C00108,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C02372,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Benzene and derivatives
C07565,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C00568,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C01183,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C00632,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C01407,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C02137,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,Benzene and derivatives
C00230,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C00539,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C01405,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C00805,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C13235,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Benzene and derivatives
C06960,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07017,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
